"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2005","Total","Both Sexes","Hampton (VA)","City proper","Estimate - de jure","Final figure, complete","2005","145579","3,4"
"United States of America","2005","Total","Both Sexes","Hartford (CT)","City proper","Estimate - de jure","Final figure, complete","2005","124397","3,4"
"United States of America","2005","Total","Both Sexes","Hayward (CA)","City proper","Estimate - de jure","Final figure, complete","2005","140293","3,4"
"United States of America","2005","Total","Both Sexes","Henderson (NV)","City proper","Estimate - de jure","Final figure, complete","2005","232146","3,4"
"United States of America","2005","Total","Both Sexes","Hialeah (FL)","City proper","Estimate - de jure","Final figure, complete","2005","220485","3,4"
"United States of America","2005","Total","Both Sexes","Hollywood (FL)","City proper","Estimate - de jure","Final figure, complete","2005","145629","3,4"
"United States of America","2005","Total","Both Sexes","Urban Honolulu (HI)","City proper","Estimate - de jure","Final figure, complete","2005","377379","3,4"
"United States of America","2005","Total","Both Sexes","Houston (TX)","City proper","Estimate - de jure","Final figure, complete","2005","2016582","3,4"
"United States of America","2005","Total","Both Sexes","Huntington Beach (CA)","City proper","Estimate - de jure","Final figure, complete","2005","194457","3,4"
"United States of America","2005","Total","Both Sexes","Huntsville (AL)","City proper","Estimate - de jure","Final figure, complete","2005","166313","3,4"
"United States of America","2005","Total","Both Sexes","Independence (MO)","City proper","Estimate - de jure","Final figure, complete","2005","110208","3,4"
"United States of America","2005","Total","Both Sexes","Indianapolis (IN)","City proper","Estimate - de jure","Final figure, complete","2005","784118","3,4"
"United States of America","2005","Total","Both Sexes","Inglewood (CA)","City proper","Estimate - de jure","Final figure, complete","2005","114467","3,4"
"United States of America","2005","Total","Both Sexes","Irvine (CA)","City proper","Estimate - de jure","Final figure, complete","2005","186852","3,4"
"United States of America","2005","Total","Both Sexes","Irving (TX)","City proper","Estimate - de jure","Final figure, complete","2005","193649","3,4"
"United States of America","2005","Total","Both Sexes","Jackson (MS)","City proper","Estimate - de jure","Final figure, complete","2005","177977","3,4"
"United States of America","2005","Total","Both Sexes","Jacksonville (FL)","City proper","Estimate - de jure","Final figure, complete","2005","782623","3,4"
"United States of America","2005","Total","Both Sexes","Jersey City (NJ)","City proper","Estimate - de jure","Final figure, complete","2005","239614","3,4"
"United States of America","2005","Total","Both Sexes","Joliet (IL)","City proper","Estimate - de jure","Final figure, complete","2005","136208","3,4"
"United States of America","2005","Total","Both Sexes","Kansas City (KS)","City proper","Estimate - de jure","Final figure, complete","2005","144210","3,4"
"United States of America","2005","Total","Both Sexes","Kansas City (MO)","City proper","Estimate - de jure","Final figure, complete","2005","444965","3,4"
"United States of America","2005","Total","Both Sexes","Killeen (TX)","City proper","Estimate - de jure","Final figure, complete","2005","100233","3,4"
"United States of America","2005","Total","Both Sexes","Knoxville (TN)","City proper","Estimate - de jure","Final figure, complete","2005","180130","3,4"
"United States of America","2005","Total","Both Sexes","Lafayette (LA)","City proper","Estimate - de jure","Final figure, complete","2005","112030","3,4"
"United States of America","2005","Total","Both Sexes","Lakewood (CO)","City proper","Estimate - de jure","Final figure, complete","2005","140671","3,4"
"United States of America","2005","Total","Both Sexes","Lancaster (CA)","City proper","Estimate - de jure","Final figure, complete","2005","134032","3,4"
"United States of America","2005","Total","Both Sexes","Lansing (MI)","City proper","Estimate - de jure","Final figure, complete","2005","115518","3,4"
"United States of America","2005","Total","Both Sexes","Laredo (TX)","City proper","Estimate - de jure","Final figure, complete","2005","208754","3,4"
"United States of America","2005","Total","Both Sexes","Las Vegas (NV)","City proper","Estimate - de jure","Final figure, complete","2005","545147","3,4"
"United States of America","2005","Total","Both Sexes","Lexington-Fayette (KY)","City proper","Estimate - de jure","Final figure, complete","2005","268080","3,4"
"United States of America","2005","Total","Both Sexes","Lincoln (NE)","City proper","Estimate - de jure","Final figure, complete","2005","239213","3,4"
"United States of America","2005","Total","Both Sexes","Little Rock (AR)","City proper","Estimate - de jure","Final figure, complete","2005","184564","3,4"
"United States of America","2005","Total","Both Sexes","Long Beach (CA)","City proper","Estimate - de jure","Final figure, complete","2005","474014","3,4"
"United States of America","2005","Total","Both Sexes","Los Angeles (CA)","City proper","Estimate - de jure","Final figure, complete","2005","3844829","3,4"
"United States of America","2005","Total","Both Sexes","Louisville (KY)","City proper","Estimate - de jure","Final figure, complete","2005","556429","3,4"
"United States of America","2005","Total","Both Sexes","Lowell (MA)","City proper","Estimate - de jure","Final figure, complete","2005","103111","3,4"
"United States of America","2005","Total","Both Sexes","Lubbock (TX)","City proper","Estimate - de jure","Final figure, complete","2005","209737","3,4"
"United States of America","2005","Total","Both Sexes","Madison (WI)","City proper","Estimate - de jure","Final figure, complete","2005","221551","3,4"
"United States of America","2005","Total","Both Sexes","Manchester (NH)","City proper","Estimate - de jure","Final figure, complete","2005","109691","3,4"
"United States of America","2005","Total","Both Sexes","McAllen (TX)","City proper","Estimate - de jure","Final figure, complete","2005","123622","3,4"
"United States of America","2005","Total","Both Sexes","Memphis (TN)","City proper","Estimate - de jure","Final figure, complete","2005","672277","3,4"
"United States of America","2005","Total","Both Sexes","Mesa (AZ)","City proper","Estimate - de jure","Final figure, complete","2005","442780","3,4"
"United States of America","2005","Total","Both Sexes","Mesquite (TX)","City proper","Estimate - de jure","Final figure, complete","2005","129902","3,4"
"United States of America","2005","Total","Both Sexes","Miami (FL)","City proper","Estimate - de jure","Final figure, complete","2005","386417","3,4"
"United States of America","2005","Total","Both Sexes","Milwaukee (WI)","City proper","Estimate - de jure","Final figure, complete","2005","578887","3,4"
"United States of America","2005","Total","Both Sexes","Minneapolis (MN)","City proper","Estimate - de jure","Final figure, complete","2005","372811","3,4"
"United States of America","2005","Total","Both Sexes","Miramar (FL)","City proper","Estimate - de jure","Final figure, complete","2005","106623","3,4"
"United States of America","2005","Total","Both Sexes","Mobile (AL)","City proper","Estimate - de jure","Final figure, complete","2005","191544","3,4"
"United States of America","2005","Total","Both Sexes","Modesto (CA)","City proper","Estimate - de jure","Final figure, complete","2005","207011","3,4"
"United States of America","2005","Total","Both Sexes","Montgomery (AL)","City proper","Estimate - de jure","Final figure, complete","2005","200127","3,4"
"United States of America","2005","Total","Both Sexes","Moreno Valley (CA)","City proper","Estimate - de jure","Final figure, complete","2005","178367","3,4"
"United States of America","2005","Total","Both Sexes","Naperville (IL)","City proper","Estimate - de jure","Final figure, complete","2005","141579","3,4"
